dealer_id,region,month,service_revenue,parts_revenue,repair_orders,csi_score,retention_rate,avg_turnaround_days,warranty_claims
D002,South,2023-06-01,294951,101295,1050,83.17230351583729,0.8683649943683673,1.8438023603649831,37
D002,South,2023-07-01,284728,69384,2469,89.06758608684835,0.808611100100608,2.888002028998656,11
D002,South,2023-08-01,242688,50932,1560,78.84567841783023,0.8413181715946698,1.9717677708534485,44
D002,South,2023-09-01,253714,45151,707,88.08820422755572,0.44206998249752444,1.9040717852365345,47
D002,South,2023-10-01,264423,91267,753,91.08535398490055,0.40459852580831485,1.7536788571650803,44
D002,South,2023-11-01,213272,98497,2419,84.28504532646237,0.6242120714931236,3.9861436565270516,45
D002,South,2023-12-01,170272,68467,1300,75.32714902249475,0.6469468575917173,1.9470567730533221,17
D002,South,2024-01-01,257286,116416,1139,80.66179455010312,0.5838579015297167,2.1630059192043136,39
D002,South,2024-02-01,290981,77333,1888,85.72930926214154,0.6433710764797276,3.765246969296385,36
D002,South,2024-03-01,129377,78404,1297,91.82216723660159,0.8320837825359515,2.0754631706038884,28
D002,South,2024-04-01,267907,103744,1695,90.860144519022,0.8702292921764572,3.8848214425064684,15
D002,South,2024-05-01,258274,62635,2268,84.36197602859313,0.676382483417745,2.9307311729270955,42
D002,South,2024-06-01,204019,95726,752,86.70795402974358,0.5925488643009627,3.627841678792142,12
D002,South,2024-07-01,106641,64584,2258,79.261400135875,0.5270818245348694,2.238226471047347,35
D002,South,2024-08-01,277392,57751,2452,91.94801414073295,0.46831066572101443,3.2722774922752964,48
D002,South,2024-09-01,134748,35801,1258,77.24283027954674,0.7057568554328403,1.703985451000601,16
D002,South,2024-10-01,190627,100316,519,82.44753390211203,0.7249819653888826,3.2549171931442586,25
D002,South,2024-11-01,287501,117922,970,85.34175625551914,0.6192370615090435,3.1800653382379984,34
D002,South,2024-12-01,132921,79726,1713,82.9529558471422,0.5432706260641422,2.977083151422527,31
D003,West,2023-01-01,150313,83006,1577,75.04231106734294,0.8139345018937943,2.178857289549355,14
D003,West,2023-02-01,298214,117235,1273,87.13012933417001,0.42584086058430387,2.82838657892037,44
D003,West,2023-03-01,250806,102615,2343,78.46042850165313,0.7720213214995577,2.127151318366653,35
D003,West,2023-04-01,88308,35949,1290,75.04700225211317,0.6141572374700539,3.2212497519134162,10
D003,West,2023-05-01,146617,46896,2274,86.58883516218559,0.7572979613500312,3.150493441794328,10
D003,West,2023-06-01,214415,43500,1203,76.93886346412738,0.6771770262557004,3.0293018655858805,12
D003,West,2023-07-01,296139,97215,1958,83.81304019396666,0.44891708032550076,2.729039687792081,48
D003,West,2023-08-01,273824,86573,2257,94.36002840236152,0.7248868413213817,1.6201473104925843,14
D003,West,2023-09-01,177379,98385,1703,92.20636644533057,0.6515681292900439,3.6412246029708055,14
D003,West,2023-10-01,96364,34611,1539,77.82068924410281,0.43528437370021494,3.106048195515789,37
D003,West,2023-11-01,171007,118223,1998,88.03919270167403,0.6866835208359667,1.8212508830847756,46
D003,West,2023-12-01,183691,68304,1691,90.16256396413941,0.8526753209780319,1.989477836973241,22
D003,West,2024-01-01,297099,68494,1825,82.5678361697382,0.5594878151468807,3.6121882774236362,35
D003,West,2024-02-01,287869,95953,614,86.0379913064286,0.5409273873867,1.7954120690541406,20
D003,West,2024-03-01,211484,37543,1943,87.24324337026002,0.6739859416240437,2.558677355770296,33
D003,West,2024-04-01,127295,113042,2071,84.60634158166097,0.5860090428963916,3.441032401854992,33
D003,West,2024-05-01,299798,37357,2259,83.9115939838639,0.7754355338957487,3.386357185211706,39
D003,West,2024-06-01,191888,44397,1095,90.49388425993595,0.8132287330538708,2.3001240025765295,28
D003,West,2024-07-01,258352,109459,895,86.96020944866298,0.7383849522121517,2.706302374106606,25
D003,West,2024-08-01,166900,119112,1447,84.37737376203158,0.7362592280385192,3.3809363235942,32
D003,West,2024-09-01,277775,57192,1562,84.93876613576543,0.42877938000832216,2.873822205809339,14
D003,West,2024-10-01,234786,68102,1232,80.51372814257084,0.5754575062760394,1.7926675410690147,21
D003,West,2024-11-01,259208,53625,1453,80.88889802216784,0.44205340305749874,3.2524228286478,18
D003,West,2024-12-01,173105,118858,1133,86.21843605745956,0.47330241084601277,2.783315421730982,47
D004,South,2023-01-01,108295,43807,1888,90.77177169204462,0.8736242886919294,3.965002659557177,13
D004,South,2023-02-01,246981,119339,1938,82.6130913471234,0.6408334939820577,2.444968975305636,48
D004,South,2023-03-01,198874,55289,2381,81.37833102326451,0.5268410869365694,2.513005216953543,29
D004,South,2023-04-01,266843,87799,1328,75.62110680718028,0.8113951759383466,3.360529142358245,12
D004,South,2023-05-01,160219,91629,1004,77.77195013763959,0.8342995640947302,2.0589895962986313,15
D004,South,2023-06-01,278713,66395,1184,80.7793154324113,0.8849394133538195,1.6078997798764403,30
D004,South,2023-07-01,100559,91642,1263,85.48838049274416,0.8846512678095495,2.807744610425372,23
D004,South,2023-08-01,132638,82736,1896,81.13495108072267,0.7484625279319075,2.4605045784480497,32
D004,South,2023-09-01,235576,37114,1535,80.62219105984019,0.5678300323984816,1.9241997597389138,45
D004,South,2023-10-01,141529,114665,1839,83.82575833205347,0.6918280559254361,1.694336592412462,45
D004,South,2023-11-01,100159,77605,1458,75.4364674146789,0.8068975098534743,3.2118279313846982,38
D004,South,2023-12-01,107532,64349,2070,86.8123822940265,0.8112686214615845,3.87449978322981,14
D004,South,2024-01-01,130990,105672,949,78.84134616245088,0.6056275582926846,3.4440057093380636,27
D004,South,2024-02-01,219487,92292,1805,85.94792460080295,0.5904454283155107,3.9247859945365082,36
D004,South,2024-03-01,297776,76540,2452,72.73867699342134,0.5367035359653531,1.6409387416273178,15
D004,South,2024-04-01,92763,48384,1208,80.49353090667665,0.8998588366430653,3.9915920926847637,32
D004,South,2024-05-01,103524,99172,1176,81.77862409916025,0.520542416164816,2.012613321266312,10
D004,South,2024-06-01,125106,83932,1216,91.77985192654096,0.5036138245040283,3.6955516686979806,49
D004,South,2024-07-01,188319,66187,594,86.66157005989795,0.6601538504518967,3.4307959793390985,21
D004,South,2024-08-01,254016,103963,888,81.25756731721724,0.4442041116828233,3.4795445986740825,26
D004,South,2024-09-01,264943,49198,1826,91.98396789385122,0.7196806784871213,3.512611668798405,48
D004,South,2024-10-01,161317,95215,1263,83.05044804495111,0.890231362546189,3.0202196238547128,27
D004,South,2024-11-01,218013,55934,1358,86.25597486109837,0.6737231534495558,2.6272761185402613,24
D004,South,2024-12-01,281245,100390,1629,82.73101667513922,0.8311818543733727,3.8738015591441055,13
D005,Midwest,2023-01-01,135479,115392,1853,85.6402053427923,0.5737067041127071,2.0228269776962855,20
D005,Midwest,2023-02-01,217326,47144,2186,82.59330825360138,0.46402291947888624,1.879756733780736,25
D005,Midwest,2023-03-01,104071,88243,859,81.23776649836566,0.8371588024272085,2.788090137160527,41
D005,Midwest,2023-04-01,155697,58732,1133,93.36874079695691,0.5119245329531603,3.554476592111123,27
D005,Midwest,2023-05-01,191195,66668,1033,77.82955565383737,0.5821349305240378,2.7585431771371423,36
D005,Midwest,2023-06-01,103624,53321,748,84.04233588043354,0.6405726970281467,3.2194617927402076,39
D005,Midwest,2023-07-01,230334,82796,836,89.25677132300255,0.7741298451918293,1.9613025483909432,24
D005,Midwest,2023-08-01,211374,112558,555,81.89818138732224,0.6422614925955107,3.04563692882574,32
D005,Midwest,2023-09-01,147661,74247,1909,89.25701046189414,0.8476034188435997,2.7791936052891653,27
D005,Midwest,2023-10-01,185977,118869,1238,80.06032077101729,0.5985819162520413,1.7621729163312023,46
D005,Midwest,2023-11-01,221339,31062,2476,77.19747042808665,0.5714634321391301,2.6849248535763905,19
D005,Midwest,2023-12-01,284866,112152,608,86.03344731500539,0.6397910508771252,2.960498711785423,31
D005,Midwest,2024-01-01,290977,42910,2299,92.39716963914412,0.5893863129756447,2.3436170846797952,35
D005,Midwest,2024-02-01,128447,64529,1966,94.93068203113441,0.5780483629489231,3.966288121982449,46
D005,Midwest,2024-03-01,239096,88656,1960,81.74678715439086,0.4932835120256529,2.2127379217346177,40
D005,Midwest,2024-04-01,296727,57446,1660,82.56437308117651,0.4401168728308211,2.8112784739256367,49
D005,Midwest,2024-05-01,84324,106323,1419,83.80525976566796,0.8847352166376845,3.6637678147349506,15
D005,Midwest,2024-06-01,211189,114471,1446,80.462181689792,0.8104307365766763,3.296143177091384,20
D005,Midwest,2024-07-01,159239,76514,672,81.68688120527077,0.5618396182021219,2.563591096541042,42
D005,Midwest,2024-08-01,256659,66976,639,87.8529933429658,0.4574184123696018,3.0265501061040814,47
D005,Midwest,2024-09-01,81828,31917,638,84.01018515649342,0.6969415487789494,2.42307620377474,19
D005,Midwest,2024-10-01,162180,117958,2173,87.38414047162055,0.8949801161949726,2.3058846124368073,11
D005,Midwest,2024-11-01,245459,38512,1842,90.53164552414222,0.6978193703039222,2.678940471375396,44
D005,Midwest,2024-12-01,122078,113524,817,88.85819074650668,0.772987262774359,2.521295732339792,20
D006,West,2023-01-01,276513,114555,2070,85.91755911543868,0.42404732198204387,3.4537862043785372,20
D006,West,2023-02-01,252904,88596,769,86.76578811611333,0.7997685654597578,3.562831691731993,46
D006,West,2023-03-01,230354,53930,577,73.95946724163062,0.8386002704065542,2.4811127685565886,49
D006,West,2023-04-01,270279,105046,1115,86.80389212336715,0.5884722147124538,2.6566994641740163,47
D006,West,2023-05-01,282592,117062,1074,77.09874031628236,0.8497872866372842,2.459728053433029,23
D006,West,2023-06-01,207796,66455,603,85.08026709321966,0.7121189979569961,1.7922451017709102,15
D006,West,2023-07-01,176646,113122,2491,80.59060552477968,0.8393145576867191,2.7385590660099144,39
D006,West,2023-08-01,220518,30922,919,87.5630248618811,0.8988463079619217,3.3810078000970565,46
D006,West,2023-09-01,112154,112870,788,85.35783118609696,0.7812293428703453,3.6919140919043736,42
D006,West,2023-10-01,126197,85180,1682,82.61171276617442,0.5894107827784578,2.642500548204196,24
D006,West,2023-11-01,100103,94772,1680,88.78494308322676,0.7600182682730372,3.1028690822132434,45
D006,West,2023-12-01,204714,101315,510,80.38917337911187,0.879537397282014,2.3563106429463585,15
D006,West,2024-01-01,224071,85318,1314,89.06844287978325,0.8559262044214824,1.8477904853576548,27
D006,West,2024-02-01,97368,45328,2146,77.49417775828456,0.7630477930312004,2.9824072631470537,45
D006,West,2024-03-01,291951,94644,1387,81.98676097347342,0.4344607696836094,1.6933026637219681,23
D006,West,2024-04-01,255399,98904,2249,91.50924584080047,0.8553430991278566,1.8070269546143345,46
D006,West,2024-05-01,247316,31645,919,85.27862456144348,0.6956377178724646,2.4975067596753258,18
D006,West,2024-06-01,286132,87545,1959,90.47095759235474,0.7938949443572463,3.0093038293253476,44
D006,West,2024-07-01,236222,93731,1036,77.22125012064186,0.8592273624696506,2.967670560341418,33
D006,West,2024-08-01,147526,100835,1209,71.0768217760895,0.4169395801232975,2.2786829278318934,38
D006,West,2024-09-01,174270,34757,1165,83.65555654722584,0.44267483403932195,3.9921856296148683,16
D006,West,2024-10-01,286592,31759,1664,79.46737045629165,0.5986590577287989,2.5669722633418735,28
D006,West,2024-11-01,173501,32079,1169,97.84963419845167,0.4328543197141762,3.4388190417375264,11
D006,West,2024-12-01,217717,68000,613,79.46447772699989,0.6485059744106245,3.413390702665602,13
D007,West,2023-01-01,132487,42342,2394,80.85670981831103,0.8487152049094422,2.8164461666482343,42
D007,West,2023-02-01,293046,56399,1701,89.60817359176923,0.8334968800057618,2.5199612384121117,12
D007,West,2023-03-01,110678,106218,2290,82.37739866860113,0.7263730539259374,2.095456952616816,43
D007,West,2023-04-01,153506,64911,1611,87.4468728061396,0.7611334659278296,3.6392411702657146,25
D007,West,2023-05-01,199235,84771,664,83.62095217199004,0.5619950305533998,1.7173125373758733,19
D007,West,2023-06-01,96032,32198,1608,79.71234374283328,0.4132661019369099,1.9535885877244934,45
D007,West,2023-07-01,261532,61419,581,78.79249384525438,0.5898462040836334,2.975737356287019,21
D007,West,2023-08-01,196243,44596,1304,80.91847295472577,0.6047058260956202,2.8801179521299507,43
D007,West,2023-09-01,273588,37083,2390,89.85911345086367,0.7999276279736576,2.5630337611730836,26
D007,West,2023-10-01,82573,108344,1051,84.84520874681714,0.7494229265804522,2.5063751089924513,18
D007,West,2023-11-01,135029,47685,1758,79.7775262680006,0.8502861506181929,3.228054644024136,46
D007,West,2023-12-01,161994,86133,1669,83.88802640056079,0.6648308393275406,3.5376360710061427,47
D007,West,2024-01-01,237729,69952,2200,90.14577818662822,0.5032106358803017,1.5274895716462011,30
D007,West,2024-02-01,131226,111182,1145,87.36298741206521,0.7660922892295312,2.126826651403994,16
D007,West,2024-03-01,270124,41664,1421,92.01948770599141,0.6110180297753437,2.384678441403124,10
D007,West,2024-04-01,230322,51172,1815,82.52246331765258,0.7854929627677393,1.6706242633852288,20
D007,West,2024-05-01,169599,102355,1636,88.74017362980862,0.8746533985288829,2.491623432630136,33
D007,West,2024-06-01,84853,119399,1812,92.50485815282144,0.5349556111960975,2.8496069472704835,28
D007,West,2024-07-01,278370,61987,2014,86.8729255472549,0.6371186543501848,2.360959330110583,49
D007,West,2024-08-01,248976,84912,1740,79.75585832959162,0.7524627748444765,2.9957151456703865,34
D007,West,2024-09-01,93350,54354,630,83.46107191660094,0.8037151259083806,3.9052469644102943,26
D007,West,2024-10-01,260553,66408,2346,81.70550789011898,0.6606503337067847,1.716763029655459,25
D007,West,2024-11-01,170327,30338,2299,91.42266516966947,0.7620516646365694,3.093078949473717,17
D007,West,2024-12-01,226968,85761,1612,88.44518101607486,0.7233324595585817,3.232938028642312,35
D008,South,2023-01-01,239007,67641,1539,89.0924236731927,0.41697298929289944,3.2435506681171,18
D008,South,2023-02-01,222194,110559,2363,85.66923827123,0.8855291225826839,3.8606662227835846,27
D008,South,2023-03-01,116062,84237,871,82.67274908797974,0.8144577370753388,1.5925190867887316,40
D008,South,2023-04-01,132375,65435,687,89.43258706284527,0.6405309419220433,3.712495891308203,49
D008,South,2023-05-01,231734,53510,863,91.66929809880358,0.6692007451903939,3.154137937701354,22
D008,South,2023-06-01,238417,109273,1631,86.58907532814568,0.5164797373768168,1.561001953891345,43
D008,South,2023-07-01,205341,59430,2304,88.56699795102723,0.7993916178868328,3.994835276333344,38
D008,South,2023-08-01,240701,81184,976,85.23508606561873,0.41879838660313046,2.699453317141262,25
D008,South,2023-09-01,165431,113691,1762,80.96984840164716,0.5681852319142111,2.806297979086308,10
D008,South,2023-10-01,112733,115680,502,83.99604066979633,0.6336553832688263,2.2425071911372054,13
D008,South,2023-11-01,243985,70600,931,75.3316084944622,0.7398236413465349,2.0456347196626603,46
D008,South,2023-12-01,204988,75028,1438,78.96302084176813,0.6942771144866227,3.955826287700204,33
D008,South,2024-01-01,240829,64636,725,90.83551457191818,0.6563442555082544,2.0766745292943964,43
D008,South,2024-02-01,196953,112856,1252,93.10554278893858,0.8786351314916628,3.565514239484915,14
D008,South,2024-03-01,262020,103781,1570,85.48272631769387,0.6986370362151706,2.8125787521506704,44
D008,South,2024-04-01,236497,56685,1668,77.50081544338228,0.47694795316992755,3.5395828124765445,47
D008,South,2024-05-01,134028,37287,1392,96.78688182516355,0.6900431039189057,1.7287170934943872,12
D008,South,2024-06-01,123642,95160,1718,89.68919150783321,0.8778257491148767,3.6553190431636264,18
D008,South,2024-07-01,126542,72520,1784,80.46982102748862,0.5263245469804425,1.5127053495450649,14
D008,South,2024-08-01,150831,71873,953,89.87425142348064,0.8810609862960249,1.7736721501361348,37
D008,South,2024-09-01,165956,116988,1092,89.53747384208629,0.6856594709597871,3.1552800252664115,49
D008,South,2024-10-01,179616,116231,1670,85.17947274883849,0.8340804020257735,2.1132138306383363,22
D008,South,2024-11-01,244202,81756,1868,80.35865274291774,0.840818566385175,3.9032882204622688,40
D008,South,2024-12-01,127638,108249,1917,87.97184404461585,0.8099734587040501,2.0715629038123087,48
D009,South,2023-01-01,172241,48787,1781,85.14372411467409,0.4031929358584168,2.217595332937282,36
D009,South,2023-02-01,277744,64832,859,91.39225931303649,0.52990179053208,3.0850142577490285,33
D009,South,2023-03-01,143852,31007,1849,90.93193706107644,0.5960756057225983,1.9487433085595836,46
D009,South,2023-04-01,216156,112197,1719,83.8182358303782,0.4868767376537834,3.4271352713524745,13
D009,South,2023-05-01,261264,110395,1417,83.83004666548918,0.42896023027939917,1.686736044394635,27
D009,South,2023-06-01,147889,53821,1203,94.23403020043484,0.7380261285933772,2.6148957675258035,44
D009,South,2023-07-01,232499,57083,1530,90.6830238585228,0.5262543748441911,1.5025736996140835,43
D009,South,2023-08-01,106029,43025,1808,82.71516338211288,0.8721518174789149,1.7554840492342976,48
D009,South,2023-09-01,279950,71846,1296,79.89383591434644,0.44119052280792137,3.2012482551867825,31
D009,South,2023-10-01,288330,52042,2230,88.54178223649677,0.8754317811252053,1.8776447294522507,37
D009,South,2023-11-01,113756,83268,802,94.23318498023833,0.5987971989813972,2.185538005871675,12
D009,South,2023-12-01,85626,37424,1069,79.64957616836924,0.8470496018395672,2.0748865147277153,44
D009,South,2024-01-01,106431,114976,1292,87.51211064595206,0.6357662300512563,2.8580820144748955,34
D009,South,2024-02-01,216848,66444,1832,93.60415148559767,0.47682901908055636,2.6342340865132066,16
D009,South,2024-03-01,272860,112879,2463,91.24600883743767,0.640761175756275,1.7932704724059862,26
D009,South,2024-04-01,108541,109083,2375,87.45702283509749,0.6151529474497314,2.001311816750842,31
D009,South,2024-05-01,85109,79268,885,81.82697482353322,0.6276100745409006,1.5290513497702516,27
D009,South,2024-06-01,237661,60015,837,89.97876118340677,0.6399694173585617,3.000051370298259,41
D009,South,2024-07-01,86154,51804,1228,86.8606569554658,0.4198094126741786,2.7012673681445722,33
D009,South,2024-08-01,286376,73408,1087,87.39436081965918,0.8933312966335732,1.8562388572537831,25
D009,South,2024-09-01,176347,78787,1172,83.89517913085169,0.563230654121996,2.7942791084617786,42
D009,South,2024-10-01,192360,75004,2449,85.13442919497265,0.4166015543956833,1.6964462428875517,31
D009,South,2024-11-01,132326,111061,1370,88.16058050634189,0.8107203640049332,1.6029587381981791,49
D009,South,2024-12-01,151626,87660,2486,80.10616676069374,0.8481106513425192,2.9869415934423404,18
D010,South,2023-01-01,205150,56015,1052,88.49111656806795,0.757043466066214,3.5043202076744797,16
D010,South,2023-02-01,257235,96435,1913,86.96742692710875,0.8086488849812469,2.6307957112957503,12
D010,South,2023-03-01,267518,51288,2223,83.15239191588886,0.4301760419952819,2.117758085025366,22
D010,South,2023-04-01,212632,109148,1766,86.02274698045373,0.5096069936790222,3.9396631395478283,45
D010,South,2023-05-01,150316,113847,2256,88.09343273923953,0.6490978582265695,2.8884088773440784,27
D010,South,2023-06-01,96082,30661,1048,90.6466221876975,0.898166958028371,3.936982905366958,12
D010,South,2023-07-01,271387,109561,1254,82.48872141902937,0.41532625110290305,2.1442072212780343,21
D010,South,2023-08-01,283613,89321,1456,86.05797485190196,0.8231226460095247,3.0719120455148627,37
D010,South,2023-09-01,105963,69443,1455,77.19096569302265,0.7626288302075683,2.716672353561757,11
D010,South,2023-10-01,106958,56017,1431,95.00868551265067,0.6108604634367277,2.192069493087629,21
D010,South,2023-11-01,259436,114878,2260,87.00812752745736,0.8545162603328205,1.949207772175605,23
D010,South,2023-12-01,168397,79153,874,81.57194859459096,0.6065155873238486,1.6728319654665487,23
D010,South,2024-01-01,281207,65046,1607,79.22215975947141,0.5955407683258804,3.923530805838219,11
D010,South,2024-02-01,144674,43760,1947,86.59611671097774,0.6993569900500538,2.4916494408589047,32
D010,South,2024-03-01,198154,82233,2230,75.40662621484091,0.6243887869157015,3.1734760036484033,10
D010,South,2024-04-01,217348,109530,1471,81.71113619722156,0.7533886084427229,1.9176047697523746,29
D010,South,2024-05-01,187803,115112,1630,89.23539504992517,0.637315437874907,3.610426122422993,37
D010,South,2024-06-01,163310,97278,2425,91.1125045744344,0.5029206050183841,1.7797990484943198,23
D010,South,2024-07-01,161537,96504,1010,78.81329177276477,0.49000521873636177,1.7213889605581034,42
D010,South,2024-08-01,220272,94178,1729,88.14624485946793,0.7441039329332977,2.4934474711610024,33
D010,South,2024-09-01,276733,75272,1829,85.33876786381082,0.5271122899487466,2.8043251165905327,32
D010,South,2024-10-01,159141,42115,650,87.00057237324108,0.414986794936339,2.269824853977977,25
D010,South,2024-11-01,81969,73753,1391,86.38284576297464,0.6218751096522857,3.6703556359437632,31
D010,South,2024-12-01,128320,77414,1642,81.74643231327455,0.8723071097370116,3.2081200707241146,27
D011,West,2023-01-01,104089,66487,802,82.75539586195102,0.865474347753489,3.223816877578903,42
D011,West,2023-02-01,181376,61890,1810,85.33749267937505,0.7294427351163286,2.484661014135396,14
D011,West,2023-03-01,238056,38125,1743,86.71213882610637,0.5590557768090598,3.6660966688191134,34
D011,West,2023-04-01,191279,102460,1084,79.44187336130636,0.4452408476435254,2.221713988826595,20
D011,West,2023-05-01,236995,59165,2167,90.23460063825006,0.7811425673883079,3.494534122146586,28
D011,West,2023-06-01,97772,33712,1867,87.84975152670691,0.5484346372801404,3.122686646985983,30
D011,West,2023-07-01,83726,119152,1599,90.85790263441255,0.5902098521163989,2.8712493041286917,42
D011,West,2023-08-01,219999,52443,601,95.1417859611512,0.43659796188422184,3.008621483453445,23
D011,West,2023-09-01,271305,55537,1441,100.709834886439,0.8757392798329956,3.6179184034314353,37
D011,West,2023-10-01,111348,94732,1677,85.165135214829,0.45445917092336574,1.8724796399254868,46
D011,West,2023-11-01,238670,41563,2263,91.9213640925526,0.8064928693580468,3.295307690566236,30
D011,West,2023-12-01,244246,94106,1514,87.8195456002618,0.8483571449200612,1.6782006751379097,24
D011,West,2024-01-01,136088,38906,550,81.23017705566662,0.6429358795931628,2.14194141930127,36
D011,West,2024-02-01,253724,102430,1679,83.59662461566613,0.6695806383376273,2.278269247890009,45
D011,West,2024-03-01,275229,42289,2468,79.7068032530146,0.8297078966402947,3.4994527385600542,40
D011,West,2024-04-01,83654,119022,811,85.31582729653587,0.7967036290739187,1.9630711163685242,45
D011,West,2024-05-01,199891,42149,2298,82.69185204871769,0.6632495970768906,1.7807608610280479,22
D011,West,2024-06-01,291830,95429,1641,90.76166304370751,0.6575875851668658,2.983846422807868,35
D011,West,2024-07-01,117384,111929,1483,90.74709864131857,0.8500115616990056,2.3835534482567953,35
D011,West,2024-08-01,207834,64084,2103,83.4954799031932,0.5374030177740681,3.556535796284196,48
D011,West,2024-09-01,116041,118920,645,82.16122468412902,0.611972406456651,1.8824595020714066,44
D011,West,2024-10-01,97633,47014,1160,87.16096325732703,0.4478572777600809,1.559096465115841,24
D011,West,2024-11-01,172578,63755,1978,77.31526019986839,0.5954529979527574,2.9861908379654327,34
D011,West,2024-12-01,97727,34358,2120,86.33875612182231,0.7379206225436881,2.6067924169488177,48
D012,West,2023-01-01,135754,92438,1803,87.84491539592638,0.537080333279903,1.6985484224724665,49
D012,West,2023-02-01,192356,103379,2422,93.14198311564269,0.6005939570194914,2.4173901980120016,15
D012,West,2023-03-01,148008,102240,1327,86.16892955895374,0.8400395437807291,3.127193422617985,12
D012,West,2023-04-01,154069,35249,1226,77.22052176898187,0.5892382117429346,2.40736067961498,44
D012,West,2023-05-01,89686,83363,1787,80.87515811533757,0.8808328679774067,3.0874001139775826,25
D012,West,2023-06-01,168733,98619,1156,85.8071993164385,0.5504265541766276,3.9530909358607595,12
D012,West,2023-07-01,161437,102982,847,89.3265845101019,0.5218283580319334,3.178896109032593,29
D012,West,2023-08-01,297029,86273,955,88.82048039248137,0.777635210248404,1.8192837090880871,25
D012,West,2023-09-01,90699,95061,2023,79.64702830882199,0.5800682037357596,1.7191068669095964,36
D012,West,2023-10-01,258936,114416,2366,80.55126949106716,0.8126430541164484,2.199258846178698,35
D012,West,2023-11-01,116035,94977,810,87.24505481709468,0.6872936911588834,2.916438405428546,21
D012,West,2023-12-01,178864,42329,1177,82.34746188530922,0.8087248542455958,2.45155823369145,33
D012,West,2024-01-01,125033,93133,1985,87.84220503128077,0.5523395695490204,1.7022982076281306,30
D012,West,2024-02-01,104226,36721,1358,87.99797056640747,0.7474755444512309,2.365249316344464,29
D012,West,2024-03-01,266321,78895,765,83.8742673632499,0.8310072411363113,3.806892976283486,23
D012,West,2024-04-01,242624,61055,1321,85.98789461025704,0.8146662025706419,2.2938286196918427,44
D012,West,2024-05-01,262184,53429,1548,81.00230539383658,0.6391170115240361,2.765268887116877,24
D012,West,2024-06-01,257731,70108,2479,86.75773979412945,0.7883618152358464,1.8050876303109875,37
D012,West,2024-07-01,288524,104270,1345,83.13086302975285,0.8257243187756327,1.5008312653012235,11
D012,West,2024-08-01,283218,101966,1510,88.16310649892135,0.6822205453394412,1.9794561389796514,34
D012,West,2024-09-01,266749,79841,1776,77.52060900972292,0.6151685887544607,1.926661896374996,30
